,popularity,price_tier,outdoors,good_for_groups,has_credit_card,good_for_kids,has_delivery,caters
25540,2,2,1,1,0,1,1,1
25541,1,2,0,0,1,0,1,0
25542,1,1,1,1,1,1,1,1
25543,0,1,1,1,1,1,1,1
25544,1,1,1,1,1,1,1,1
25545,2,2,1,1,0,1,1,1
25546,1,2,1,1,1,1,1,1
25547,1,1,1,1,1,1,1,1
25548,2,2,1,1,1,1,1,1
25549,2,2,1,1,1,1,1,1
25550,0,2,1,1,1,1,1,1
25551,1,2,1,1,1,1,1,1
25552,2,2,1,1,1,1,1,1
25553,0,1,1,1,1,1,1,1
25554,2,3,1,1,1,1,1,1
25555,1,2,1,1,1,1,1,1
25556,1,1,1,1,0,1,1,1
25557,2,2,1,1,1,1,1,1
25558,0,2,0,0,1,0,0,1
25559,0,1,0,1,1,0,1,1
25560,2,2,0,0,1,1,1,1
25561,0,2,1,1,0,1,1,1
25562,0,1,1,1,1,1,1,1
25563,0,1,0,0,1,0,0,0
25564,0,1,1,1,1,1,1,1
25565,2,1,1,0,1,0,1,1
25566,1,1,1,0,1,0,0,0
25567,0,2,1,1,1,1,1,1
25568,1,2,1,0,1,1,0,1
25569,0,2,1,1,0,1,1,1
25570,2,2,1,1,1,1,1,1
25571,2,2,1,1,1,1,1,1
25572,2,2,1,1,1,1,1,1
25573,2,2,1,1,1,1,1,1
25574,0,2,1,1,1,1,1,1
25575,1,1,1,1,1,1,1,1
25576,2,2,1,1,1,1,1,1
25577,2,1,1,0,1,0,1,1
25578,2,1,1,1,1,1,1,1
25579,1,2,1,1,1,1,1,1
25580,1,1,1,1,1,1,1,1
25581,2,3,0,0,1,0,0,0
25582,0,2,1,1,0,1,1,1
25583,0,1,1,0,1,0,1,0
25584,0,1,1,0,0,0,0,0
25585,1,2,1,1,1,1,1,1
25586,1,2,1,1,1,1,1,1
25587,1,2,1,1,1,1,1,1
25588,0,1,1,1,1,1,1,0
25589,2,2,1,1,1,1,1,1
25590,1,2,0,0,1,0,1,1
25591,1,1,1,1,1,1,1,1
25592,2,1,1,1,1,1,1,1
25593,1,2,1,1,1,1,1,0
25594,0,1,1,1,0,1,1,1
25595,2,2,1,1,1,1,1,1
25596,1,2,0,0,1,0,1,1
25597,2,2,1,1,1,1,1,1
25598,2,2,1,1,1,1,1,1
25599,0,2,0,0,1,0,0,0
25600,2,2,1,1,1,1,1,1
25601,2,2,1,1,1,1,1,1
25602,2,2,1,1,1,1,1,1
25603,1,1,1,1,1,1,1,1
25604,0,1,1,1,0,1,1,0
25605,0,2,1,1,1,1,1,1
25606,0,2,1,1,1,1,1,1
25607,2,2,1,1,1,1,1,1
25608,0,1,1,0,1,0,1,0
25609,2,2,1,1,1,1,1,1
25610,1,2,1,0,1,0,1,1
25611,1,1,0,0,1,0,1,0
25612,0,1,0,0,1,0,0,0
25613,1,1,1,1,1,1,1,1
25614,0,1,1,1,1,1,1,1
25615,0,2,1,0,1,0,1,1
25616,2,1,1,0,1,1,1,1
25617,1,2,1,1,1,1,1,1
25618,2,3,1,1,1,1,1,1
25619,0,2,0,0,1,0,0,0
25620,2,1,1,1,1,1,1,1
25621,2,1,1,1,1,1,1,1
25622,2,1,1,1,1,1,1,1
25623,2,2,0,0,1,0,1,1
25624,0,1,1,1,1,1,1,1
25625,2,4,1,1,1,1,1,1
25626,0,1,1,1,1,1,1,1
25627,2,2,1,1,1,1,1,1
25628,2,1,1,1,1,1,1,1
25629,0,1,1,1,1,1,1,1
25630,0,1,1,1,1,1,1,1
25631,0,2,1,0,1,1,1,1
25632,1,2,1,1,1,1,1,1
25633,2,2,0,0,1,0,1,1
25634,2,2,1,1,0,1,1,1
25635,1,3,0,0,1,0,1,1
25636,0,1,0,0,1,1,1,1
25637,0,1,1,0,1,0,0,1
25638,1,1,1,1,1,1,1,1
25639,2,1,1,1,1,1,1,1
25640,0,2,1,1,1,1,1,1
25641,2,2,1,1,1,1,1,1
25642,1,1,0,0,1,0,1,1
25643,1,1,1,1,0,1,1,1
25644,1,2,1,1,1,1,1,1
25645,1,1,1,1,1,1,1,0
25646,0,2,1,1,1,1,1,1
25647,0,1,1,1,1,1,1,1
25648,1,1,1,1,1,1,1,1
25649,2,2,0,0,1,0,1,0
25650,1,2,1,1,0,1,1,1
25651,2,1,1,1,1,1,1,1
25652,1,1,1,1,1,1,1,1
25653,1,2,1,1,1,1,1,1
25654,2,1,1,1,1,1,1,1
25655,0,1,1,1,1,1,1,1
25656,1,2,1,1,1,1,1,1
25657,2,1,1,1,1,1,1,1
25658,2,2,1,1,0,1,1,1
25659,2,1,0,0,1,0,1,1
25660,2,2,1,1,1,1,1,1
25661,0,1,1,1,1,1,1,0
25662,0,1,1,1,1,1,1,1
25663,2,1,1,1,1,1,1,1
25664,2,1,1,1,1,1,1,1
25665,2,2,1,1,1,1,1,1
25666,1,1,1,1,1,1,1,1
25667,0,2,0,0,1,0,1,0
25668,0,2,1,1,1,1,1,1
25669,2,2,1,1,1,1,1,1
25670,1,2,0,0,1,0,0,1
25671,0,1,1,1,1,1,1,1
25672,1,1,1,1,1,1,1,1
25673,0,2,1,1,0,1,1,0
25674,0,1,1,1,1,1,1,1
25675,2,2,1,1,1,1,1,1
25676,2,3,1,1,1,1,1,1
25677,0,1,1,1,1,1,1,0
25678,0,2,1,1,0,1,1,0
25679,1,1,1,0,1,0,0,0
25680,1,1,1,1,1,1,1,1
25681,1,1,1,1,1,1,1,1
25682,1,2,1,0,1,0,0,1
25683,2,1,1,1,1,1,1,1
25684,2,1,1,1,0,1,1,1
25685,0,1,0,0,1,0,1,1
25686,1,1,1,1,1,1,1,1
25687,1,3,1,1,1,1,1,1
25688,2,1,1,1,1,1,1,1
25689,0,2,1,1,0,1,1,0
25690,1,1,1,1,1,1,1,1
25691,0,2,1,1,1,1,1,0
25692,2,3,1,1,1,1,1,1
25693,2,2,1,1,1,1,1,0
25694,2,2,1,0,1,1,0,1
25695,2,1,1,1,1,1,1,1
25696,1,1,1,1,1,1,1,1
25697,0,2,1,1,1,1,1,1
25698,0,1,1,1,1,1,1,1
25699,2,2,1,1,1,1,1,1
25700,2,1,1,1,1,1,1,1
25701,0,1,1,1,1,1,1,0
25702,2,2,1,1,1,1,1,1
25703,1,1,1,0,1,1,1,1
25704,0,3,0,0,1,0,0,1
25705,2,2,1,1,1,1,1,1
25706,1,1,1,1,1,1,1,0
25707,1,2,1,1,0,1,1,1
25708,2,2,1,1,1,1,1,1
25709,1,1,1,1,1,1,1,1
25710,2,2,1,1,1,1,1,1
25711,0,1,1,1,0,1,1,1
25712,2,2,1,1,1,1,1,1
25713,2,2,1,1,1,1,1,1
25714,1,1,1,0,1,0,0,1
25715,2,2,1,1,1,1,1,1
25716,1,1,1,1,1,1,1,0
25717,1,2,1,0,1,0,0,1
25718,0,1,1,1,0,1,1,0
25719,0,1,1,1,1,1,1,0
25720,1,2,1,1,1,1,1,1
25721,1,2,1,1,1,1,1,1
25722,2,2,1,1,1,1,1,1
25723,2,2,1,1,1,1,1,1
25724,1,1,1,1,1,1,1,1
25725,1,2,1,1,0,1,1,1
25726,0,1,0,0,1,0,1,1
25727,0,1,1,1,1,1,1,0
25728,0,1,1,1,0,1,1,1
25729,2,2,1,1,1,1,1,1
25730,0,1,0,0,1,1,0,1
25731,0,1,1,1,1,1,1,1
25732,1,2,1,0,1,0,0,1
25733,2,2,1,1,1,1,1,1
25734,2,2,1,1,1,1,1,1
25735,1,2,1,1,1,1,1,1
25736,1,3,1,1,1,1,1,1
25737,2,3,1,1,1,1,1,1
25738,0,1,1,1,0,1,1,1
25739,2,2,1,1,1,1,1,1
25740,1,2,1,1,1,1,1,1
25741,0,1,1,1,1,1,1,1
25742,2,1,1,1,1,1,1,1
25743,1,2,0,0,0,0,0,1
25744,1,2,1,1,1,1,1,0
25745,2,2,0,0,1,0,1,1
25746,1,2,1,1,0,1,1,1
25747,2,2,1,1,0,1,1,1
25748,0,2,1,1,1,1,1,1
25749,2,4,1,1,1,1,1,1
25750,0,1,0,0,0,0,1,1
25751,1,2,1,1,0,1,1,1
25752,0,1,0,0,1,0,1,1
25753,1,1,1,1,1,1,1,0
25754,0,2,1,1,1,1,1,1
25755,2,3,1,1,1,1,1,1
25756,0,1,1,1,1,1,1,1
25757,1,1,1,1,1,1,1,1
25758,0,1,1,0,1,1,1,1
25759,1,1,1,1,1,1,1,1
25760,2,2,1,1,1,1,1,1
25761,0,2,1,1,0,1,1,1
25762,1,2,1,1,1,1,1,1
25763,0,1,1,1,1,1,1,0
25764,1,1,1,1,1,1,1,0
25765,1,2,1,0,0,0,0,0
25766,2,2,1,1,1,1,1,1
25767,1,1,1,1,1,1,1,1
25768,0,2,1,1,0,1,1,0
25769,1,2,1,1,1,1,1,1
25770,0,1,1,1,1,1,1,1
25771,2,2,1,1,1,1,1,1
25772,2,1,1,1,1,1,1,1
25773,1,1,1,0,1,0,0,1
25774,0,2,1,1,1,1,1,1
25775,2,2,1,1,1,1,1,1
25776,0,2,1,1,1,1,1,1
25777,1,2,0,0,1,0,1,1
25778,0,1,1,1,1,1,1,1
25779,1,1,0,0,1,0,1,0
25780,1,1,1,1,1,1,1,0
25781,1,2,1,1,1,1,1,1
25782,1,1,1,1,1,1,1,1
25783,0,2,0,0,1,0,1,0
25784,1,2,1,1,1,1,1,1
25785,1,4,1,1,0,1,1,1
25786,0,1,1,1,1,1,1,1
25787,1,2,1,1,1,1,1,1
25788,2,2,1,1,1,1,1,1
25789,1,1,1,1,1,1,1,0
25790,2,1,1,1,1,1,1,1
25791,0,1,1,1,1,1,1,1
25792,0,1,0,0,1,0,1,1
25793,2,2,1,1,1,1,1,1
25794,0,1,1,1,1,1,1,1
25795,1,1,1,1,1,1,1,0
25796,2,2,1,1,1,1,1,1
25797,2,2,1,1,1,1,1,1
25798,2,2,1,1,1,1,1,1
25799,2,2,1,1,1,1,1,1
25800,1,1,0,0,1,0,1,0
25801,0,2,1,1,1,1,1,1
25802,0,1,0,0,1,1,1,0
25803,1,1,1,1,0,1,1,1
25804,0,1,1,1,1,1,1,0
25805,2,2,1,1,1,1,1,1
25806,2,2,1,1,1,1,1,1
25807,0,1,1,1,1,1,1,0
25808,0,2,0,0,1,0,0,0
25809,2,2,1,1,1,1,1,1
25810,1,2,1,1,1,1,1,1
25811,2,1,1,1,1,1,1,1
25812,0,2,1,1,0,1,1,1
25813,2,2,1,1,1,1,1,1
25814,0,1,0,0,1,0,1,0
25815,0,1,1,0,1,0,0,1
25816,0,1,1,1,1,1,1,1
25817,0,1,0,0,1,0,1,1
25818,2,2,1,1,1,1,1,1
25819,0,1,0,0,1,0,0,0
25820,0,1,1,1,0,1,1,1
25821,0,1,1,0,1,0,1,1
25822,0,1,1,1,1,1,1,1
25823,2,2,1,1,1,1,1,1
25824,1,1,1,1,1,1,1,1
25825,2,1,1,1,1,1,1,1
25826,2,2,1,1,1,1,1,0
25827,2,2,1,1,1,1,1,1
25828,1,1,1,1,1,1,1,1
25829,0,2,1,1,1,1,1,1
25830,2,2,1,1,1,1,1,1
25831,2,2,1,1,1,1,1,1
25832,0,1,1,1,1,1,1,0
25833,1,1,1,1,1,1,1,1
25834,1,2,1,1,0,1,1,1
25835,2,2,1,1,1,1,1,1
25836,1,1,1,1,1,1,1,1
25837,0,2,1,1,1,1,1,1
25838,0,1,0,0,1,0,0,0
25839,0,1,1,1,0,1,1,1
25840,2,2,1,1,1,1,1,1
25841,0,2,1,1,1,1,1,1
25842,1,2,1,1,1,1,1,1
25843,0,1,1,0,1,0,1,0
25844,1,2,1,1,0,1,1,1
25845,0,1,1,1,1,1,1,1
25846,1,1,1,1,1,1,1,1
25847,2,3,1,1,1,1,1,1
25848,2,2,1,1,1,1,1,1
25849,1,2,1,1,1,1,1,1
25850,1,2,1,1,0,1,1,1
25851,2,1,0,0,1,0,0,1
25852,2,1,1,1,1,1,1,1
25853,2,2,1,1,1,1,1,1
25854,0,1,1,1,1,1,1,1
25855,0,2,1,1,1,1,1,1
25856,0,2,0,0,1,1,1,1
25857,1,1,1,1,1,1,1,1
25858,1,1,1,1,1,1,1,1
25859,1,1,1,1,1,1,1,1
25860,2,1,0,0,1,0,1,1
25861,1,2,1,1,1,1,1,1
25862,1,3,1,1,0,1,1,1
25863,2,2,0,0,1,1,1,1
25864,1,2,0,1,1,1,1,1
25865,2,2,1,1,1,1,1,1
25866,0,3,1,1,1,1,1,0
25867,1,3,1,1,1,1,1,1
25868,2,2,1,1,1,1,1,1
25869,0,1,1,1,0,1,1,1
25870,2,2,1,1,1,1,1,1
25871,2,2,1,1,1,1,1,1
25872,2,2,1,1,0,1,1,1
25873,0,2,1,1,0,1,1,0
25874,1,1,1,1,1,1,1,1
25875,2,3,1,1,1,1,1,1
25876,1,2,1,0,0,0,1,1
25877,1,1,1,1,1,1,1,1
25878,1,2,1,1,1,1,1,1
25879,1,2,1,1,0,1,1,1
25880,1,1,1,1,1,1,1,1
25881,1,2,1,1,1,0,1,0
25882,0,1,0,0,1,0,0,0
25883,1,1,1,1,1,1,1,1
25884,2,2,1,1,0,1,1,1
25885,2,2,1,1,1,1,1,1
25886,0,1,1,1,1,1,1,1
25887,2,2,0,0,1,0,1,1
25888,1,1,1,1,1,1,1,1
25889,2,2,1,1,1,1,1,1
25890,2,2,1,1,1,1,1,1
25891,1,1,1,1,1,1,1,1
25892,0,1,0,0,0,0,0,0
25893,0,1,1,0,1,0,1,0
25894,2,2,1,1,1,1,1,1
25895,1,1,1,0,1,0,1,1
25896,0,2,0,0,1,0,1,0
25897,1,2,1,1,1,1,1,1
25898,2,2,1,1,1,1,1,1
25899,0,2,1,1,1,1,1,1
25900,2,1,1,1,1,1,1,1
25901,1,1,1,1,1,1,1,0
25902,0,2,0,0,1,0,1,0
25903,0,1,0,1,1,1,1,0
25904,2,1,1,1,1,1,1,1
25905,2,1,1,1,0,1,1,0
25906,2,2,1,1,1,1,1,1
25907,0,3,1,1,0,1,1,1
25908,0,2,1,1,1,1,0,0
25909,1,1,1,1,1,1,1,1
25910,1,2,1,0,1,0,1,1
25911,1,2,1,1,1,1,1,1
25912,1,1,0,0,1,1,1,1
25913,0,2,0,0,1,0,0,0
25914,1,1,1,1,1,1,1,1
25915,0,2,1,1,1,1,1,1
25916,2,2,1,1,1,1,1,1
25917,2,2,1,1,1,1,1,1
25918,0,2,0,0,0,0,0,0
25919,1,2,1,1,1,1,1,1
25920,1,2,0,0,0,1,0,1
25921,1,2,1,1,1,1,1,1
25922,0,1,0,0,0,0,0,0
25923,2,2,1,1,1,1,1,1
25924,1,2,1,1,1,1,1,1
25925,0,1,1,1,1,1,1,0
25926,1,1,1,1,1,1,1,1
25927,2,2,1,1,1,1,1,1
25928,1,1,0,0,1,0,1,0
25929,2,1,1,1,1,1,1,1
25930,0,1,1,0,1,0,1,1
25931,0,1,1,1,1,1,1,1
25932,1,1,0,0,1,0,1,1
25933,2,1,1,1,1,1,1,1
25934,0,2,1,1,0,1,1,0
25935,1,1,1,1,1,1,1,1
25936,1,2,1,0,1,0,0,1
25937,1,2,0,0,1,0,0,1
25938,0,2,1,1,0,1,1,1
25939,0,2,0,1,1,1,1,0
25940,2,2,1,1,1,1,1,1
25941,1,1,1,1,1,1,1,1
25942,1,1,1,1,1,1,1,1
25943,2,2,1,1,0,1,1,1
25944,0,2,1,1,1,1,1,1
25945,2,2,1,1,1,1,1,1
25946,2,2,1,1,1,1,1,1
25947,0,2,1,1,1,1,1,1
25948,1,2,1,1,1,1,1,1
25949,1,2,1,1,1,1,1,1
25950,2,1,1,1,1,1,1,1
25951,0,1,1,1,1,1,1,1
25952,1,1,1,1,1,1,1,0
25953,2,2,0,0,1,0,1,1
25954,1,1,1,1,1,1,1,0
25955,1,2,0,0,1,0,0,1
25956,2,2,1,1,1,1,1,1
25957,2,2,1,1,1,1,1,1
25958,2,2,1,1,1,1,1,1
25959,2,1,1,1,1,1,1,1
25960,0,1,0,1,1,1,1,0
25961,0,1,1,0,1,0,1,1
25962,0,1,0,0,1,0,1,0
25963,2,2,1,1,1,1,1,1
25964,2,1,0,0,1,1,1,1
25965,2,2,1,1,1,1,1,1
25966,1,2,1,1,1,1,1,1
25967,0,1,1,0,1,0,1,0
25968,2,2,1,1,1,1,1,1
25969,2,2,1,1,1,1,1,1
25970,0,1,0,0,0,0,0,0
25971,1,3,1,1,1,1,1,1
25972,2,2,1,1,1,1,1,1
25973,0,1,1,1,1,1,1,0
25974,2,2,1,1,1,1,1,1
25975,0,2,1,1,1,1,1,1
25976,0,1,1,1,1,1,1,1
25977,0,1,1,1,1,1,1,1
25978,2,1,1,0,1,0,1,1
25979,0,2,1,0,0,0,1,1
25980,0,1,1,0,0,0,1,0
25981,2,3,1,0,0,1,1,1
25982,2,2,1,1,1,1,1,1
25983,2,1,1,1,1,1,1,1
25984,2,2,1,1,1,1,1,1
25985,1,2,1,1,0,1,1,1
25986,1,1,1,1,1,1,1,1
25987,1,2,0,0,1,0,0,1
25988,2,2,1,1,1,1,1,1
25989,0,2,1,1,1,1,1,1
25990,0,1,1,1,1,1,1,1
25991,1,2,1,1,0,1,1,1
25992,0,1,1,1,1,1,1,0
25993,2,1,1,1,1,1,1,1
25994,1,2,1,1,1,1,1,1
25995,0,1,0,1,1,1,1,0
25996,1,2,1,1,1,1,1,1
25997,1,1,1,1,0,1,1,1
25998,1,2,1,1,1,1,1,1
25999,2,2,1,1,1,1,1,1
26000,0,1,1,1,1,1,1,1
26001,0,1,1,1,1,1,1,1
26002,0,1,1,1,1,1,1,1
26003,1,2,1,0,1,0,1,1
26004,2,2,1,1,1,1,1,1
26005,2,2,1,1,1,1,1,0
26006,1,2,1,1,0,1,1,1
26007,2,2,1,1,0,1,1,1
26008,0,1,1,1,1,1,1,1
26009,0,1,0,1,1,1,1,0
26010,1,1,0,0,0,0,1,1
26011,0,1,0,1,1,0,1,0
26012,1,2,1,1,1,1,1,1
26013,2,2,1,1,1,1,1,1
26014,0,2,1,1,1,1,1,0
26015,2,2,1,1,1,1,1,1
26016,1,1,1,1,1,1,1,1
26017,0,2,1,1,0,1,1,0
26018,2,2,1,1,1,1,1,1
26019,2,1,1,1,1,1,1,1
26020,0,1,1,1,1,1,1,1
26021,0,1,1,1,1,1,1,1
26022,1,3,1,1,1,1,1,1
26023,1,1,1,1,1,1,1,1
26024,2,2,1,1,1,1,1,1
26025,2,2,1,1,1,1,1,1
26026,2,1,1,1,1,1,1,1
26027,2,2,1,1,1,1,1,1
26028,1,1,1,1,1,1,1,1
26029,1,2,1,1,0,1,1,1
26030,1,1,1,1,1,1,1,1
26031,0,1,0,1,1,1,1,1
26032,0,1,0,0,1,0,1,1
26033,0,1,0,0,1,0,1,1
26034,0,2,1,1,0,1,1,1
26035,0,1,1,0,1,0,0,0
26036,1,2,1,1,1,1,1,1
26037,2,2,1,1,1,1,1,1
26038,1,1,0,0,1,0,1,1
26039,0,2,0,1,1,1,1,0
26040,2,2,1,1,1,1,1,1
26041,2,2,1,1,1,1,1,1
26042,2,2,1,1,1,1,1,1
26043,2,2,0,0,1,0,1,1
26044,1,2,1,1,1,1,1,1
26045,1,1,1,1,1,1,1,0
26046,1,1,1,1,1,1,1,1
26047,1,2,1,1,1,1,1,1
26048,2,1,1,1,1,1,1,1
26049,2,1,1,1,1,1,1,1
26050,0,1,0,0,1,0,0,0
26051,0,1,1,1,1,1,1,0
26052,1,1,1,1,1,1,1,1
26053,0,2,0,0,1,0,0,1
26054,1,2,1,1,1,1,1,1
26055,1,1,1,1,1,1,1,1
26056,0,1,1,1,1,1,1,1
26057,1,1,1,1,1,1,1,1
26058,2,1,1,1,1,1,1,1
26059,1,2,1,1,1,1,1,1
26060,0,1,1,1,1,1,1,0
26061,1,1,1,1,1,1,1,1
26062,0,2,0,0,1,0,1,0
26063,0,1,1,1,0,1,1,0
26064,0,1,0,1,1,1,1,0
26065,0,1,0,0,1,0,0,0
26066,1,2,1,1,0,1,1,1
26067,1,2,1,1,1,1,1,1
26068,2,1,1,1,1,1,1,1
26069,0,1,1,1,1,1,1,1
26070,1,1,1,1,0,1,1,0
26071,1,1,0,0,1,0,0,1
26072,2,1,1,1,1,1,1,1
26073,1,1,1,1,1,1,1,1
26074,0,1,1,0,0,0,0,1
26075,1,1,1,1,1,1,1,1
26076,1,2,1,1,1,1,1,1
26077,2,2,1,1,1,1,1,1
26078,0,1,1,1,1,1,1,1
26079,1,1,1,1,1,1,1,1
26080,0,1,1,1,1,1,1,1
26081,0,1,0,1,1,1,1,0
26082,0,1,1,0,1,0,1,0
26083,0,1,1,1,1,1,1,1
26084,1,1,1,1,1,1,1,1
26085,2,1,1,1,1,1,1,1
26086,2,2,1,1,1,1,1,1
26087,0,1,1,1,1,1,1,1
26088,1,2,1,1,1,1,1,1
26089,2,1,1,1,1,1,1,1
26090,1,1,1,1,1,1,1,1
26091,0,2,1,1,1,1,1,1
26092,0,2,0,0,1,0,0,0
26093,0,1,1,1,1,1,1,1
26094,2,2,1,1,1,1,1,1
26095,2,3,1,1,1,1,1,1
26096,0,1,0,1,1,1,1,0
26097,2,1,1,1,1,1,1,1
26098,1,2,1,1,1,1,1,1
26099,1,1,1,1,1,1,1,1
26100,1,2,1,1,1,1,1,1
26101,0,1,1,1,1,1,1,1
26102,2,1,1,1,1,1,1,1
26103,2,1,1,1,1,1,1,1
26104,0,1,1,1,1,1,1,1
26105,1,2,1,1,1,1,1,1
26106,0,1,1,1,1,1,1,1
26107,0,2,0,0,1,1,0,0
26108,1,2,1,1,0,1,1,0
26109,1,2,1,1,1,1,1,1
26110,1,1,1,1,1,1,1,1
26111,1,2,1,1,1,1,1,1
26112,2,2,1,1,0,1,1,1
26113,1,1,1,1,1,1,1,0
26114,1,1,0,0,1,0,1,1
26115,1,1,1,1,1,1,1,1
26116,0,1,1,1,1,1,1,1
26117,2,2,1,1,1,1,1,1
26118,2,2,1,0,1,0,1,1
26119,0,1,1,1,1,1,1,1
26120,2,2,1,1,1,1,1,1
26121,0,1,1,1,1,1,1,1
26122,1,1,1,1,1,1,1,1
26123,0,1,1,1,1,1,1,1
26124,1,2,1,1,0,1,1,1
26125,0,2,1,1,1,1,1,1
26126,1,2,1,1,1,1,1,0
26127,0,1,1,1,0,1,1,0
26128,2,2,1,1,1,1,1,1
26129,2,2,1,1,1,1,1,1
26130,0,2,1,1,1,1,1,1
26131,2,1,1,1,1,1,1,1
26132,1,1,1,1,1,1,1,1
26133,2,2,1,1,1,1,1,1
26134,0,1,1,1,1,1,1,1
26135,1,1,1,1,1,1,1,1
26136,2,2,0,0,1,0,1,1
26137,2,2,1,0,1,0,1,1
26138,2,2,1,1,1,1,1,1
26139,2,1,1,0,1,0,1,1
26140,2,2,1,1,1,1,1,1
26141,2,1,1,0,1,0,0,1
26142,2,2,1,1,1,1,1,1
26143,2,1,0,0,1,0,0,1
26144,2,2,1,1,1,1,1,1
26145,0,2,1,1,0,1,1,1
26146,1,2,1,1,1,1,1,1
26147,0,1,1,1,1,1,1,1
26148,1,2,1,1,1,1,1,1
26149,2,2,1,1,1,1,1,1
26150,1,2,1,1,1,1,1,0
26151,0,1,0,0,1,0,1,0
26152,0,2,0,0,1,0,1,0
26153,1,1,1,1,0,1,1,1
26154,1,2,1,1,1,1,1,1
26155,2,2,1,1,1,1,1,1
26156,1,2,0,0,1,0,1,0
26157,0,1,1,1,1,1,1,1
26158,0,2,0,0,1,1,0,0
26159,0,2,1,1,0,1,1,0
26160,0,1,1,1,0,1,1,0
26161,1,2,1,1,1,1,1,1
26162,2,2,1,1,1,1,1,1
26163,1,1,1,1,1,1,1,1
26164,2,2,0,0,1,1,0,1
26165,0,1,1,1,1,1,1,0
26166,2,2,1,1,1,1,1,1
26167,2,2,1,1,1,1,1,1
26168,0,2,0,0,1,0,0,1
26169,0,1,1,1,1,1,1,1
26170,1,1,0,0,1,0,1,1
26171,1,1,1,1,1,1,1,1
26172,2,1,1,1,1,1,1,1
26173,2,1,1,1,1,1,1,1
26174,0,1,1,1,1,1,1,1
26175,0,1,1,1,1,1,1,0
26176,1,1,1,1,1,1,1,1
26177,1,2,1,1,1,1,1,1
26178,0,1,0,0,1,0,0,0
26179,0,2,0,0,0,0,1,0
26180,0,2,0,0,1,0,1,1
26181,2,3,1,1,1,1,1,1
26182,1,2,1,1,1,1,1,1
26183,0,1,0,0,1,0,0,0
26184,2,1,0,0,1,1,1,1
26185,2,1,0,0,1,0,0,1
26186,2,2,1,1,1,1,1,1
26187,2,2,1,1,1,1,1,1
26188,1,1,1,1,1,1,1,1
26189,1,2,1,0,1,0,0,1
26190,2,2,1,1,1,1,1,1
26191,0,1,1,1,1,1,1,1
26192,0,1,1,1,1,1,0,0
26193,2,2,0,1,1,1,1,1
26194,2,2,1,1,1,1,1,1
26195,0,1,0,0,1,0,1,1
26196,1,2,1,1,1,1,1,1
26197,0,2,0,0,1,0,0,0
26198,2,2,1,1,1,1,1,1
26199,2,2,1,1,1,1,1,1
26200,2,2,1,1,1,1,1,1
26201,2,2,1,1,1,1,1,1
26202,0,1,1,1,0,1,1,1
26203,1,1,1,1,1,1,1,1
26204,2,1,0,0,1,0,1,1
26205,0,2,1,1,1,1,1,1
26206,0,1,1,1,1,1,1,0
26207,2,2,1,1,0,1,1,1
26208,2,1,1,1,1,1,1,0
26209,1,1,1,1,1,1,1,1
26210,0,2,1,1,1,1,1,0
26211,1,1,1,1,1,1,1,1
26212,1,2,1,1,1,1,1,1
26213,0,1,1,1,1,1,1,1
26214,0,1,1,1,1,1,1,1
26215,0,2,1,1,1,1,1,1
26216,0,3,1,1,1,0,0,0
26217,2,1,1,1,1,1,1,1
26218,2,1,1,1,1,1,1,1
26219,1,2,1,1,1,1,1,1
26220,0,1,0,0,1,0,1,1
26221,0,2,1,1,1,1,1,1
26222,1,2,1,1,1,1,1,1
26223,0,1,1,0,0,0,1,0
26224,1,1,1,1,1,1,1,1
26225,2,2,1,1,1,1,1,1
26226,2,2,1,1,1,1,1,1
26227,1,2,1,1,1,1,1,1
26228,0,1,1,1,1,1,1,1
26229,0,1,1,1,1,1,1,1
26230,1,1,1,1,1,1,1,1
26231,2,2,1,1,1,1,1,1
26232,1,2,0,0,1,0,1,0
26233,1,2,1,1,0,1,1,1
26234,0,1,0,0,1,0,0,1
26235,2,2,1,1,1,1,1,1
26236,2,3,1,1,1,1,1,1
26237,2,1,1,0,1,1,1,1
26238,1,1,1,1,1,1,1,1
26239,0,2,1,1,1,1,1,1
26240,0,2,1,1,1,0,0,0
26241,2,2,1,1,1,1,1,1
26242,2,2,1,1,1,1,1,1
26243,1,2,1,0,1,0,0,1
26244,1,1,1,1,1,1,1,1
26245,0,2,1,1,1,1,1,1
26246,0,1,1,0,1,0,0,1
26247,1,2,1,1,1,1,1,1
26248,2,2,1,1,1,1,1,1
26249,2,2,1,1,1,1,1,1
26250,0,1,1,1,1,1,1,1
26251,0,1,1,1,1,1,1,0
26252,2,3,1,1,1,1,1,1
26253,2,1,1,1,1,1,1,1
26254,0,1,0,1,0,0,0,0
26255,1,2,1,1,1,1,1,0
26256,0,1,1,1,1,1,1,0
26257,0,2,1,1,1,1,1,1
26258,2,1,1,1,1,1,1,1
26259,2,2,1,0,1,0,1,1
26260,2,2,1,1,1,1,1,1
26261,1,1,1,0,0,0,1,1
26262,1,1,1,1,1,1,1,1
26263,2,2,1,1,1,1,1,1
26264,1,2,0,0,1,0,0,1
26265,2,2,1,1,1,1,1,1
26266,0,2,1,1,0,1,1,1
26267,0,1,1,1,1,1,1,1
26268,2,2,1,1,1,1,1,1
26269,2,2,1,1,1,1,1,1
26270,0,1,0,1,1,0,0,0
26271,0,1,0,0,0,0,0,0
26272,0,2,0,0,1,0,1,0
26273,1,1,1,1,0,1,1,1
